DOC 0 C:\Users\raffa\OneDrive\Desktop\fullEnglish\AA\wiki_00
the	11868.000000
of	6070.000000
and	5246.000000
in	4598.000000
to	3778.000000
as	1614.000000
is	1496.000000
was	1399.000000
that	1366.000000
for	1283.000000
by	1180.000000
agassi	1169.775572
with	1154.000000
on	990.000000
his	967.000000
from	855.000000
he	848.000000
apollo	717.485034
an	678.000000
it	665.000000

DOC 4 C:\Users\raffa\OneDrive\Desktop\fullEnglish\AA\wiki_04
the	11368.000000
of	6111.000000
and	5078.000000
in	4599.000000
to	3430.000000
as	1774.000000
is	1728.000000
was	1499.000000
for	1400.000000
with	1350.000000
that	1304.000000
by	1277.000000
on	966.000000
it	814.000000
warhol	811.887328
from	801.000000
at	793.000000
his	753.000000
an	747.000000
kurosawa	738.141382

DOC 8 C:\Users\raffa\OneDrive\Desktop\fullEnglish\AA\wiki_08
the	12178.000000
of	6698.000000
and	4872.000000
in	4232.000000
to	3866.000000
is	1960.000000
as	1763.000000
was	1744.000000
that	1480.000000
for	1378.000000
by	1346.000000
with	1296.000000
on	1060.000000
it	1000.000000
aol	946.757192
an	871.000000
from	871.000000
or	863.000000
his	855.000000
are	834.000000

DOC 12 C:\Users\raffa\OneDrive\Desktop\fullEnglish\AA\wiki_12
the	11449.000000
of	6465.000000
and	5046.000000
in	4680.000000
to	3583.000000
is	1643.000000
was	1536.000000
as	1491.000000
for	1290.000000
by	1289.000000
that	1286.000000
with	1149.000000
on	937.000000
are	852.000000
from	852.000000
his	776.000000
he	719.000000
it	701.000000
an	684.000000
asu	672.911536

DOC 16 C:\Users\raffa\OneDrive\Desktop\fullEnglish\AA\wiki_16
the	12692.000000
of	6233.000000
and	5197.000000
in	4692.000000
to	3538.000000
is	1790.000000
as	1640.000000
was	1477.000000
for	1289.000000
with	1272.000000
that	1271.000000
by	1251.000000
on	1100.000000
are	932.000000
from	920.000000
it	778.000000
an	731.000000
or	685.000000
were	669.000000
which	656.000000

DOC 20 C:\Users\raffa\OneDrive\Desktop\fullEnglish\AA\wiki_20
the	11237.000000
of	6232.000000
and	4367.000000
in	3941.000000
to	3841.000000
is	2076.000000
for	1598.000000
as	1562.000000
that	1455.000000
with	1254.000000
was	1248.000000
by	1159.000000
on	1118.000000
are	1027.000000
be	884.000000
it	860.000000
an	814.000000
kyi	779.965644
suu	760.848839
or	753.000000

DOC 24 C:\Users\raffa\OneDrive\Desktop\fullEnglish\AA\wiki_24
the	12113.000000
of	6201.000000
and	5174.000000
in	4528.000000
to	3229.000000
is	1718.000000
as	1681.000000
was	1304.000000
that	1245.000000
by	1160.000000
for	1146.000000
with	1098.000000
on	1031.000000
are	861.000000
from	802.000000
spears	713.431380
it	707.000000
which	656.000000
his	653.000000
whorf	612.758070

DOC 28 C:\Users\raffa\OneDrive\Desktop\fullEnglish\AA\wiki_28
the	13624.000000
of	5860.000000
and	4754.000000
in	4613.000000
to	4003.000000
is	1799.000000
was	1564.000000
as	1471.000000
for	1375.000000
with	1363.000000
that	1301.000000
by	1242.000000
on	1133.000000
disraeli	1012.656772
it	787.000000
are	772.000000
from	767.000000
braille	730.530724
at	725.000000
or	724.000000

DOC 32 C:\Users\raffa\OneDrive\Desktop\fullEnglish\AA\wiki_32
the	14208.000000
of	5695.000000
and	4499.000000
in	4488.000000
to	3817.000000
batman	1689.505260
is	1601.000000
was	1567.000000
as	1561.000000
that	1505.000000
on	1352.000000
with	1331.000000
by	1311.000000
for	1260.000000
bnp	1028.786696
it	874.000000
from	851.000000
were	674.000000
at	670.000000
his	657.000000

