DOC 2 C:\Users\raffa\OneDrive\Desktop\fullEnglish\AA\wiki_02
the	12732.000000
of	6925.000000
and	5392.000000
in	4730.000000
to	3765.000000
as	1525.000000
is	1491.000000
was	1340.000000
by	1334.000000
that	1176.000000
with	1139.000000
for	1085.000000
on	1021.000000
from	895.000000
are	794.000000
his	782.000000
he	716.000000
it	656.000000
an	648.000000
schopenhauer	619.184713

DOC 6 C:\Users\raffa\OneDrive\Desktop\fullEnglish\AA\wiki_06
the	12254.000000
of	6682.000000
and	4958.000000
in	4715.000000
to	3937.000000
was	1697.000000
as	1684.000000
is	1546.000000
that	1546.000000
by	1365.000000
for	1219.000000
with	1165.000000
on	972.000000
from	858.000000
his	842.000000
crowley	790.177210
he	777.000000
it	773.000000
fresnel	760.642002
an	738.000000

DOC 10 C:\Users\raffa\OneDrive\Desktop\fullEnglish\AA\wiki_10
the	12933.000000
of	7281.000000
and	4984.000000
in	4859.000000
to	4392.000000
was	2307.000000
his	2087.000000
he	1535.000000
as	1483.000000
by	1466.000000
that	1269.000000
with	1258.000000
for	1164.000000
on	1067.000000
is	943.000000
from	919.000000
at	804.000000
had	776.000000
afonso	736.744525
it	691.000000

DOC 14 C:\Users\raffa\OneDrive\Desktop\fullEnglish\AA\wiki_14
the	12694.000000
of	6288.000000
and	4884.000000
in	4594.000000
to	4155.000000
was	1743.000000
as	1741.000000
is	1569.000000
for	1437.000000
that	1336.000000
with	1305.000000
by	1255.000000
on	1120.000000
his	1116.000000
from	879.000000
he	838.000000
or	792.000000
at	781.000000
an	765.000000
it	754.000000

DOC 18 C:\Users\raffa\OneDrive\Desktop\fullEnglish\AA\wiki_18
the	12380.000000
of	6547.000000
and	5004.000000
in	4807.000000
to	3758.000000
was	1709.000000
is	1576.000000
as	1558.000000
by	1321.000000
for	1292.000000
that	1232.000000
with	1191.000000
on	1071.000000
roussimoff	817.047518
his	812.000000
aurangzeb	802.599133
from	800.000000
or	779.000000
at	760.000000
an	749.000000

DOC 22 C:\Users\raffa\OneDrive\Desktop\fullEnglish\AA\wiki_22
the	12888.000000
of	5926.000000
and	4955.000000
in	4207.000000
to	3752.000000
is	1840.000000
was	1760.000000
as	1619.000000
for	1321.000000
by	1269.000000
with	1239.000000
that	1215.000000
on	1048.000000
it	976.000000
from	893.000000
an	799.000000
his	711.000000
accrington	703.842139
which	642.000000
