DOC 3 C:\Users\raffa\OneDrive\Desktop\fullEnglish\AA\wiki_03
the	12488.000000
of	6284.000000
and	5004.000000
in	4697.000000
to	3591.000000
is	1803.000000
as	1617.000000
was	1533.000000
that	1351.000000
for	1346.000000
by	1286.000000
with	1257.000000
audi	1098.705114
on	978.000000
his	963.000000
from	913.000000
it	842.000000
are	838.000000
an	786.000000
or	651.000000

DOC 7 C:\Users\raffa\OneDrive\Desktop\fullEnglish\AA\wiki_07
the	12718.000000
of	7054.000000
and	4651.000000
in	4347.000000
to	3697.000000
is	2026.000000
as	1738.000000
that	1548.000000
for	1406.000000
by	1390.000000
was	1369.000000
with	1040.000000
ashoka	1021.807285
are	962.000000
his	878.000000
on	862.000000
from	813.000000
an	784.000000
or	720.000000
be	700.000000

DOC 11 C:\Users\raffa\OneDrive\Desktop\fullEnglish\AA\wiki_11
the	12609.000000
of	6913.000000
and	4823.000000
in	4511.000000
to	4436.000000
was	2156.000000
that	1651.000000
his	1605.000000
as	1577.000000
he	1529.000000
for	1335.000000
is	1303.000000
by	1232.000000
ānanda	1222.130714
with	1169.000000
on	1088.000000
from	950.000000
schwarzenegger	815.441262
it	795.000000
an	716.000000

DOC 15 C:\Users\raffa\OneDrive\Desktop\fullEnglish\AA\wiki_15
the	11959.000000
of	5543.000000
and	5012.000000
in	4478.000000
to	3748.000000
was	1639.000000
as	1597.000000
with	1475.000000
that	1424.000000
for	1407.000000
is	1368.000000
by	1168.000000
on	1139.000000
aaliyah	1013.926438
massoud	897.272992
from	812.000000
it	767.000000
an	743.000000
were	690.000000
are	636.000000

DOC 19 C:\Users\raffa\OneDrive\Desktop\fullEnglish\AA\wiki_19
the	14122.000000
of	7579.000000
and	5144.000000
in	4811.000000
to	3636.000000
is	1777.000000
was	1760.000000
as	1587.000000
by	1501.000000
for	1231.000000
with	1217.000000
that	1118.000000
on	1012.000000
from	952.000000
are	880.000000
his	878.000000
it	847.000000
at	797.000000
an	755.000000
he	736.000000

DOC 23 C:\Users\raffa\OneDrive\Desktop\fullEnglish\AA\wiki_23
the	12765.000000
of	6395.000000
and	5018.000000
in	4573.000000
to	3419.000000
is	1844.000000
as	1551.000000
was	1496.000000
by	1209.000000
for	1195.000000
that	1139.000000
on	1073.000000
with	1022.000000
from	884.000000
bronx	869.836935
are	805.000000
it	801.000000
capone	735.815724
his	707.000000
an	666.000000

DOC 27 C:\Users\raffa\OneDrive\Desktop\fullEnglish\AA\wiki_27
the	11799.000000
of	5523.000000
and	4924.000000
in	4775.000000
to	3357.000000
is	1999.000000
was	1595.000000
as	1590.000000
for	1424.000000
with	1352.000000
by	1330.000000
on	1165.000000
that	1093.000000
it	881.000000
from	878.000000
bluetooth	866.034333
are	837.000000
an	701.000000
at	695.000000
or	688.000000

DOC 31 C:\Users\raffa\OneDrive\Desktop\fullEnglish\AA\wiki_31
the	11231.000000
of	5868.000000
and	5146.000000
in	4786.000000
to	3847.000000
as	1702.000000
is	1700.000000
was	1417.000000
for	1327.000000
by	1280.000000
with	1242.000000
that	1214.000000
are	1041.000000
buzzards	975.565728
on	967.000000
from	903.000000
or	796.000000
it	755.000000
his	725.000000
ruth	710.202392

DOC 35 C:\Users\raffa\OneDrive\Desktop\fullEnglish\AA\wiki_35
the	11868.000000
of	6164.000000
and	5066.000000
in	4520.000000
to	3867.000000
was	1744.000000
as	1620.000000
for	1399.000000
is	1388.000000
by	1342.000000
with	1271.000000
that	1077.000000
bdsm	1069.892978
on	1068.000000
from	883.000000
or	811.000000
it	802.000000
at	796.000000
his	761.000000
were	751.000000

DOC 39 C:\Users\raffa\OneDrive\Desktop\fullEnglish\AA\wiki_39
the	12470.000000
of	6056.000000
and	4791.000000
in	4592.000000
to	3330.000000
was	1632.000000
is	1593.000000
as	1451.000000
for	1283.000000
by	1259.000000
with	1202.000000
that	1123.000000
on	1085.000000
from	916.000000
at	730.000000
it	698.000000
were	688.000000
an	659.000000
costas	654.100615
are	623.000000

DOC 43 C:\Users\raffa\OneDrive\Desktop\fullEnglish\AA\wiki_43
the	11346.000000
of	6364.000000
and	5053.000000
in	4290.000000
to	3297.000000
is	1874.000000
as	1634.000000
that	1291.000000
by	1194.000000
for	1183.000000
with	1057.000000
are	1043.000000
or	891.000000
was	849.000000
from	845.000000
on	842.000000
condoms	717.742837
be	704.000000
which	663.000000
it	628.000000

DOC 47 C:\Users\raffa\OneDrive\Desktop\fullEnglish\AA\wiki_47
the	10455.000000
of	5798.000000
and	4625.000000
in	4269.000000
to	3494.000000
as	1743.000000
is	1697.000000
for	1402.000000
that	1240.000000
was	1188.000000
by	1151.000000
with	1110.000000
on	1040.000000
chicano	989.990120
are	872.000000
from	787.000000
or	779.000000
it	745.000000
cbt	683.579200
be	657.000000

DOC 51 C:\Users\raffa\OneDrive\Desktop\fullEnglish\AA\wiki_51
the	12038.000000
of	6874.000000
and	4531.000000
in	4452.000000
to	3628.000000
is	2660.000000
as	1776.000000
that	1643.000000
for	1511.000000
by	1250.000000
was	1249.000000
on	1109.000000
with	1094.000000
his	956.000000
be	941.000000
are	935.000000
formula	913.920896
it	913.000000
or	847.000000
this	786.000000

DOC 55 C:\Users\raffa\OneDrive\Desktop\fullEnglish\AA\wiki_55
the	14134.000000
of	5433.000000
and	5002.000000
in	4802.000000
to	3883.000000
as	1634.000000
is	1624.000000
was	1403.000000
for	1368.000000
with	1325.000000
by	1234.000000
that	1142.000000
on	1109.000000
from	944.000000
are	792.000000
cubs	779.940102
candide	772.318922
at	749.000000
it	714.000000
or	652.000000

DOC 59 C:\Users\raffa\OneDrive\Desktop\fullEnglish\AA\wiki_59
the	11800.000000
of	6004.000000
and	4674.000000
in	4220.000000
to	3730.000000
