DOC 1 C:\Users\raffa\OneDrive\Desktop\fullEnglish\AA\wiki_01
the	11750.000000
of	5552.000000
and	5052.000000
in	4072.000000
to	3669.000000
is	2138.000000
as	1526.000000
are	1338.000000
for	1323.000000
with	1222.000000
that	1165.000000
by	1093.000000
on	1030.000000
was	1027.000000
or	885.000000
from	883.000000
an	820.000000
be	760.000000
it	739.000000
bitumen	732.070235

DOC 5 C:\Users\raffa\OneDrive\Desktop\fullEnglish\AA\wiki_05
the	12220.000000
of	6390.000000
and	5151.000000
in	4959.000000
to	3596.000000
is	1906.000000
as	1732.000000
was	1450.000000
that	1363.000000
with	1243.000000
for	1226.000000
by	1160.000000
on	1026.000000
his	992.000000
from	914.000000
he	897.000000
are	849.000000
an	846.000000
aarhus	830.044050
speer	725.445165

DOC 9 C:\Users\raffa\OneDrive\Desktop\fullEnglish\AA\wiki_09
the	12612.000000
of	6923.000000
and	5102.000000
in	4784.000000
to	4097.000000
was	2010.000000
as	1767.000000
is	1525.000000
ainu	1380.233321
by	1344.000000
for	1300.000000
his	1278.000000
with	1251.000000
that	1245.000000
on	1083.000000
he	1008.000000
from	949.000000
it	814.000000
acupuncture	810.740700
agrippina	776.142283

DOC 13 C:\Users\raffa\OneDrive\Desktop\fullEnglish\AA\wiki_13
the	13711.000000
of	5336.000000
and	4765.000000
to	4237.000000
in	4019.000000
was	1916.000000
on	1537.000000
aclu	1415.579000
for	1411.000000
as	1364.000000
that	1288.000000
by	1165.000000
from	1084.000000
apollo	1079.109017
with	1061.000000
were	1015.000000
at	950.000000
is	926.000000
it	788.000000
had	719.000000

DOC 17 C:\Users\raffa\OneDrive\Desktop\fullEnglish\AA\wiki_17
the	12436.000000
of	5719.000000
in	5014.000000
and	4743.000000
to	3445.000000
is	1646.000000
as	1606.000000
was	1469.000000
for	1441.000000
with	1378.000000
by	1198.000000
on	1151.000000
that	1128.000000
aalen	1007.181284
it	836.000000
an	830.000000
from	829.000000
are	816.000000
at	685.000000
he	659.000000

DOC 21 C:\Users\raffa\OneDrive\Desktop\fullEnglish\AA\wiki_21
the	11898.000000
of	6469.000000
and	5287.000000
in	4647.000000
to	3758.000000
was	1940.000000
as	1787.000000
is	1446.000000
with	1431.000000
that	1363.000000
for	1290.000000
by	1278.000000
on	1114.000000
capp	893.267309
his	859.000000
it	844.000000
from	835.000000
an	765.000000
he	717.000000
at	709.000000

DOC 25 C:\Users\raffa\OneDrive\Desktop\fullEnglish\AA\wiki_25
the	13147.000000
of	6427.000000
and	5646.000000
in	4753.000000
to	3162.000000
is	1724.000000
as	1388.000000
by	1386.000000
was	1283.000000
with	1163.000000
for	1049.000000
on	1043.000000
are	1042.000000
from	948.000000
that	809.000000
bermuda	728.320416
it	697.000000
which	673.000000
were	627.000000
has	620.000000

DOC 29 C:\Users\raffa\OneDrive\Desktop\fullEnglish\AA\wiki_29
the	11563.000000
of	5958.000000
and	4825.000000
in	4456.000000
to	3691.000000
is	1585.000000
was	1570.000000
as	1468.000000
for	1407.000000
that	1280.000000
by	1194.000000
on	1189.000000
his	1144.000000
with	1127.000000
he	924.000000
from	812.000000
formula	783.360768
it	715.000000
crosby	711.623564
at	679.000000

DOC 33 C:\Users\raffa\OneDrive\Desktop\fullEnglish\AA\wiki_33
the	13346.000000
of	5887.000000
and	5292.000000
in	4545.000000
to	4422.000000
as	1587.000000
is	1511.000000
was	1461.000000
for	1390.000000
on	1317.000000
with	1241.000000
by	1234.000000
that	1229.000000
from	937.000000
his	931.000000
he	812.000000
are	742.000000
it	731.000000
were	725.000000
at	694.000000

